Tipo Agregado;Valor m2
Apartamento;32.0
Casa;12.88
Apartamento;49.5
Apartamento;18.0
Apartamento;52.5
Apartamento;13.0
Apartamento;21.05
Apartamento;33.33
Apartamento;85.62
Apartamento;17.5
Apartamento;41.18
Apartamento;32.0
Apartamento;26.79
Apartamento;8.33
Apartamento;21.74
Apartamento;30.0
Apartamento;15.38
Apartamento;21.69
Apartamento;24.0
Apartamento;24.07
Apartamento;50.0
Apartamento;41.67
Apartamento;18.75
Apartamento;27.78
Apartamento;70.0
Apartamento;39.71
Apartamento;26.32
Apartamento;23.33
Apartamento;117.02
Apartamento;38.46
Apartamento;48.0
Apartamento;11.56
Apartamento;43.0
Apartamento;14.82
Apartamento;166.67
Apartamento;12.31
Apartamento;63.33
Apartamento;52.14
Apartamento;43.75
Casa;15.69
Apartamento;27.95
Apartamento;70.0
Apartamento;90.91
Apartamento;23.81
Apartamento;35.71
Apartamento;33.78
Apartamento;38.1
Apartamento;54.55
Apartamento;35.71
Apartamento;34.09
Apartamento;11.11
Apartamento;34.71
Apartamento;64.1
Apartamento;15.38
Apartamento;16.91
Apartamento;154.65
Apartamento;35.0
Apartamento;54.33
Apartamento;32.14
Apartamento;43.27
Apartamento;38.89
Apartamento;29.17
Apartamento;41.88
Apartamento;47.94
Apartamento;39.29
Casa;11.25
Apartamento;15.33
Apartamento;18.97
Apartamento;31.03
Apartamento;68.0
Apartamento;41.67
Apartamento;40.0
Apartamento;34.33
Apartamento;26.88
Apartamento;45.83
Apartamento;42.86
Apartamento;19.57
Apartamento;32.0
Apartamento;62.73
Apartamento;35.29
Apartamento;25.0
Apartamento;34.67
Apartamento;32.5
Apartamento;23.0
Apartamento;57.43
Apartamento;78.31
Apartamento;36.54
Apartamento;20.53
Apartamento;36.76
Casa;14.56
Casa;44.44
Apartamento;18.72
Apartamento;40.0
Apartamento;46.67
Apartamento;100.0
Apartamento;39.0
Apartamento;21.25
Apartamento;28.85
Apartamento;44.0
Apartamento;45.16
Apartamento;33.33
Apartamento;38.83
Apartamento;12.22
Apartamento;24.71
Apartamento;32.18
Apartamento;23.14
Apartamento;38.0
Apartamento;41.67
Apartamento;25.71
Apartamento;22.86
Apartamento;25.0
Apartamento;41.18
Apartamento;25.59
Apartamento;46.15
Apartamento;14.86
Apartamento;33.33
Apartamento;19.6
Apartamento;33.93
Apartamento;37.5
Casa;25.83
Apartamento;42.68
Apartamento;36.67
Apartamento;59.46
Apartamento;48.0
Apartamento;45.71
Apartamento;34.48
Apartamento;38.46
Apartamento;75.56
Apartamento;22.22
Apartamento;34.92
Apartamento;187.5
Apartamento;13.09
Apartamento;17.33
Apartamento;23.81
Apartamento;19.0
Apartamento;17.44
Apartamento;115.38
Casa;21.7
Apartamento;42.86
Apartamento;24.31
Apartamento;24.17
Apartamento;25.4
Apartamento;27.78
Apartamento;34.04
Apartamento;33.33
Apartamento;25.0
Apartamento;27.27
Apartamento;13.8
Apartamento;43.75
Apartamento;48.75
Apartamento;45.45
Apartamento;50.0
Apartamento;10.67
Apartamento;15.38
Apartamento;23.88
Apartamento;70.0
Apartamento;23.85
Apartamento;29.17
Apartamento;52.5
Apartamento;19.74
Apartamento;17.11
Apartamento;19.77
Apartamento;21.43
Apartamento;24.55
Apartamento;28.57
Apartamento;19.57
Casa;22.86
Apartamento;33.93
Apartamento;28.57
Apartamento;37.5
Apartamento;35.0
Apartamento;31.91
Apartamento;54.29
Apartamento;42.33
Apartamento;46.3
Apartamento;50.0
Apartamento;80.0
Apartamento;50.0
Apartamento;15.56
Apartamento;20.24
Apartamento;80.0
Apartamento;47.52
Casa;93.75
Apartamento;30.61
Apartamento;73.33
Apartamento;59.88
Apartamento;55.56
Apartamento;80.0
Apartamento;56.74
Apartamento;37.21
Apartamento;50.0
Apartamento;32.0
Casa;29.63
Apartamento;50.0
Apartamento;27.5
Apartamento;16.28
Apartamento;39.38
Apartamento;80.95
Apartamento;20.35
Apartamento;45.0
Apartamento;100.0
Apartamento;61.6
Apartamento;36.93
Apartamento;16.67
Apartamento;62.5
Apartamento;14.67
Apartamento;30.0
Apartamento;10.83
Apartamento;17.65
Apartamento;20.0
Apartamento;39.77
Apartamento;57.14
Apartamento;38.46
Apartamento;46.0
Apartamento;15.0
Apartamento;55.71
Apartamento;26.25
Casa;27.27
Apartamento;30.91
Apartamento;21.37
Apartamento;70.0
Apartamento;41.67
Apartamento;23.33
Casa;15.0
Apartamento;30.07
Apartamento;32.14
Casa;13.33
Apartamento;55.83
Apartamento;45.45
Apartamento;15.6
Apartamento;44.71
Apartamento;14.0
Apartamento;22.8
Apartamento;36.94
Apartamento;35.0
Casa;46.15
Apartamento;20.83
Apartamento;18.75
Apartamento;21.74
Apartamento;25.66
Casa;20.0
Apartamento;10.83
Apartamento;45.83
Apartamento;38.24
Apartamento;31.65
Casa;15.62
Apartamento;22.67
Apartamento;53.76
Apartamento;28.89
Apartamento;22.22
Apartamento;40.54
Apartamento;21.15
Apartamento;20.62
Apartamento;20.29
Apartamento;47.06
Apartamento;33.33
Apartamento;58.33
Apartamento;42.67
Apartamento;25.0
Apartamento;60.0
Apartamento;18.82
Casa;60.0
Apartamento;35.71
Apartamento;107.69
Casa;29.27
Apartamento;82.5
Apartamento;18.99
Apartamento;23.33
Apartamento;39.68
Apartamento;42.92
Casa;15.19
Apartamento;48.91
Apartamento;40.62
Apartamento;16.24
Casa;9.17
Apartamento;37.78
Apartamento;31.25
Apartamento;32.71
Apartamento;45.11
Apartamento;32.86
Apartamento;21.84
Apartamento;60.0
Apartamento;44.74
Casa;20.0
Apartamento;35.0
Apartamento;32.14
Apartamento;37.06
Apartamento;44.0
Apartamento;70.83
Casa;16.67
Apartamento;30.49
Apartamento;15.0
Apartamento;41.4
Apartamento;16.98
Apartamento;35.86
Apartamento;37.97
Apartamento;50.73
Apartamento;16.36
Apartamento;29.73
Apartamento;24.0
Apartamento;8.78
Apartamento;21.15
Apartamento;12.94
Apartamento;22.54
Apartamento;14.1
Apartamento;46.51
Apartamento;22.86
Apartamento;55.0
Apartamento;26.67
Apartamento;53.33
Apartamento;23.68
Casa;16.12
Apartamento;44.67
Apartamento;35.83
Apartamento;17.57
Apartamento;83.33
Apartamento;33.91
Apartamento;25.61
Apartamento;47.22
Apartamento;23.96
Apartamento;37.97
Apartamento;22.08
Apartamento;23.29
Apartamento;72.73
Apartamento;53.76
Apartamento;21.43
Apartamento;42.17
Apartamento;16.67
Apartamento;16.67
Apartamento;18.85
Apartamento;27.63
Apartamento;18.33
Apartamento;35.0
Apartamento;58.69
Apartamento;31.25
Apartamento;56.39
Apartamento;12.31
Apartamento;37.5
Apartamento;75.38
Apartamento;18.44
Apartamento;28.34
Apartamento;26.83
Apartamento;42.0
Apartamento;22.03
Apartamento;15.0
Apartamento;24.38
Apartamento;41.67
Apartamento;66.67
Apartamento;45.27
Apartamento;23.0
Apartamento;52.78
Apartamento;26.11
Apartamento;76.19
Apartamento;36.73
Apartamento;29.13
Apartamento;20.0
Apartamento;19.05
Casa;16.39
Apartamento;60.0
Apartamento;30.19
Apartamento;37.14
Apartamento;23.64
Apartamento;60.71
Apartamento;22.0
Apartamento;29.5
Apartamento;66.67
Apartamento;23.6
Apartamento;22.5
Apartamento;15.0
Apartamento;38.02
Apartamento;13.46
Apartamento;12.0
Apartamento;58.62
Apartamento;13.64
Apartamento;14.81
Apartamento;32.71
Apartamento;70.0
Apartamento;24.27
Apartamento;26.67
Apartamento;13.07
Apartamento;70.62
Apartamento;30.56
Apartamento;30.0
Apartamento;43.08
Apartamento;27.78
Apartamento;23.4
Apartamento;15.0
Apartamento;17.06
Apartamento;16.36
Apartamento;13.33
Apartamento;20.0
Apartamento;18.56
Apartamento;18.46
Apartamento;66.67
Apartamento;13.0
Apartamento;36.67
Apartamento;51.85
Apartamento;63.64
Apartamento;57.47
Apartamento;25.0
Apartamento;17.96
Apartamento;24.78
Apartamento;42.86
Apartamento;55.06
Apartamento;30.59
Apartamento;22.92
Apartamento;31.43
Apartamento;38.07
Apartamento;34.38
Apartamento;19.69
Apartamento;36.46
Apartamento;20.0
Apartamento;33.33
Apartamento;29.31
Apartamento;15.83
Casa;12.0
Apartamento;42.31
Apartamento;29.2
Apartamento;80.0
Apartamento;33.33
Apartamento;39.13
Apartamento;33.57
Apartamento;33.33
Apartamento;15.0
Apartamento;25.52
Apartamento;41.12
Apartamento;16.67
Apartamento;10.64
Apartamento;12.0
Apartamento;21.67
Apartamento;46.15
Apartamento;103.85
Apartamento;63.72
Apartamento;46.15
Apartamento;65.71
Apartamento;32.31
Apartamento;126.92
Apartamento;40.0
Apartamento;26.87
Apartamento;33.33
Apartamento;61.67
Apartamento;51.72
Apartamento;25.38
Apartamento;37.5
Apartamento;37.31
Apartamento;30.0
Apartamento;58.33
Apartamento;17.39
Apartamento;68.18
Apartamento;77.78
Apartamento;30.0
Apartamento;16.07
Apartamento;35.71
Apartamento;51.43
Apartamento;27.4
Apartamento;24.14
Apartamento;51.47
Apartamento;71.7
Apartamento;52.06
Apartamento;47.06
Apartamento;20.37
Apartamento;42.0
Apartamento;33.33
Apartamento;61.9
Casa;24.05
Apartamento;21.43
Apartamento;27.52
Apartamento;40.54
Apartamento;27.69
Apartamento;13.7
Apartamento;13.19
Apartamento;12.16
Casa;17.4
Apartamento;38.46
Apartamento;22.0
Apartamento;21.2
Apartamento;12.77
Apartamento;20.31
Apartamento;55.12
Apartamento;42.67
Apartamento;36.19
Apartamento;25.0
Apartamento;126.92
Apartamento;25.0
Apartamento;21.43
Apartamento;44.17
Apartamento;124.55
Apartamento;15.96
Apartamento;91.8
Apartamento;22.97
Apartamento;36.11
Apartamento;55.24
Apartamento;35.71
Apartamento;26.67
Apartamento;19.33
Apartamento;21.82
Apartamento;29.63
Apartamento;16.67
Apartamento;55.56
Apartamento;44.12
Apartamento;30.59
Apartamento;38.33
Apartamento;25.86
Apartamento;32.41
Apartamento;40.54
Apartamento;87.84
Casa;31.7
Apartamento;44.44
Apartamento;28.32
Apartamento;35.71
Apartamento;18.29
Apartamento;25.64
Apartamento;25.24
Apartamento;21.21
Apartamento;15.56
Apartamento;63.38
Apartamento;37.5
Apartamento;23.33
Apartamento;57.69
Apartamento;36.91
Apartamento;16.36
Apartamento;16.36
Apartamento;18.57
Apartamento;18.18
Casa;19.69
Apartamento;37.5
Apartamento;40.0
Apartamento;74.75
Apartamento;18.33
Apartamento;27.5
Apartamento;19.57
Apartamento;38.33
Apartamento;32.78
Apartamento;23.08
Apartamento;42.0
Apartamento;23.44
Apartamento;12.5
Apartamento;46.51
Apartamento;6.67
Apartamento;10.43
Apartamento;36.67
Apartamento;18.0
Apartamento;50.0
Apartamento;52.81
Apartamento;28.57
Apartamento;31.43
Apartamento;46.29
Apartamento;45.18
Apartamento;25.6
Apartamento;28.57
Apartamento;46.75
Apartamento;33.33
Apartamento;21.11
Apartamento;22.13
Apartamento;19.57
Apartamento;40.0
Apartamento;19.08
Apartamento;50.0
Apartamento;16.44
Casa;7.08
Apartamento;50.0
Apartamento;40.0
Apartamento;66.67
Apartamento;25.71
Casa;12.31
Apartamento;68.18
Apartamento;20.67
Casa;45.45
Apartamento;31.11
Apartamento;25.88
Apartamento;57.78
Apartamento;16.03
Casa;30.0
Apartamento;10.91
Apartamento;35.96
Apartamento;14.55
Apartamento;35.29
Apartamento;18.95
Apartamento;21.43
Apartamento;17.47
Apartamento;55.36
Apartamento;25.0
Apartamento;20.55
Apartamento;16.0
Apartamento;60.61
Apartamento;25.81
Apartamento;45.0
Apartamento;73.53
Apartamento;40.38
Apartamento;16.25
Apartamento;39.44
Apartamento;33.67
Casa;23.08
Apartamento;44.0
Apartamento;24.0
Apartamento;42.86
Apartamento;40.98
Apartamento;18.57
Apartamento;26.11
Apartamento;24.36
Apartamento;42.86
Apartamento;25.94
Apartamento;25.0
Apartamento;43.75
Apartamento;17.78
Apartamento;74.07
Apartamento;83.33
Apartamento;15.87
Apartamento;30.67
Apartamento;20.83
Apartamento;19.59
Apartamento;18.64
Apartamento;30.0
Apartamento;23.08
Apartamento;39.29
Apartamento;14.0
Apartamento;14.44
Apartamento;25.0
Apartamento;32.0
Apartamento;30.61
Apartamento;16.67
Apartamento;73.17
Apartamento;34.38
Casa;21.18
Apartamento;21.65
Apartamento;25.71
Apartamento;33.04
Apartamento;23.81
Apartamento;17.33
Apartamento;65.79
Apartamento;32.0
Apartamento;42.68
Apartamento;24.44
Apartamento;52.0
Apartamento;10.0
Apartamento;18.0
Apartamento;60.0
Apartamento;38.46
Apartamento;78.46
Apartamento;82.35
Apartamento;48.68
Apartamento;83.33
Apartamento;10.77
Apartamento;17.93
Apartamento;26.67
Apartamento;50.5
Apartamento;25.38
Apartamento;16.74
Apartamento;42.68
Apartamento;34.0
Apartamento;27.32
Apartamento;29.17
Apartamento;40.15
Casa;18.75
Apartamento;28.12
Apartamento;45.16
Apartamento;29.54
Apartamento;52.33
Apartamento;30.17
Apartamento;18.33
Apartamento;30.0
Apartamento;39.29
Apartamento;42.31
Apartamento;30.67
Apartamento;14.23
Apartamento;16.5
Apartamento;45.83
Apartamento;17.81
Apartamento;45.0
Apartamento;41.54
Apartamento;15.58
Casa;50.0
Apartamento;10.0
Apartamento;22.64
Apartamento;85.71
Apartamento;24.49
Apartamento;46.3
Apartamento;42.86
Apartamento;12.73
Apartamento;39.29
Apartamento;53.57
Apartamento;17.33
Apartamento;16.67
Apartamento;18.18
Casa;12.86
Apartamento;25.0
Apartamento;9.0
Apartamento;16.92
Apartamento;13.37
Apartamento;42.86
Casa;20.83
Apartamento;30.99
Apartamento;11.63
Apartamento;52.94
Apartamento;18.75
Apartamento;31.58
Apartamento;28.38
Apartamento;37.14
Apartamento;58.28
Apartamento;31.11
Apartamento;31.25
Apartamento;67.73
Apartamento;25.0
Apartamento;57.5
Apartamento;24.38
Apartamento;30.37
Apartamento;24.17
Apartamento;22.73
Apartamento;50.67
Apartamento;18.33
Apartamento;33.0
Apartamento;26.96
Apartamento;39.33
Apartamento;28.97
Apartamento;16.67
Apartamento;27.27
Apartamento;58.62
Apartamento;20.0
Apartamento;59.38
Apartamento;26.33
Casa;44.25
Apartamento;13.33
Apartamento;147.93
Apartamento;40.24
Apartamento;68.0
Apartamento;19.57
Apartamento;20.55
Apartamento;51.2
Apartamento;35.14
Apartamento;15.32
Apartamento;27.5
Apartamento;20.0
Apartamento;46.67
Apartamento;36.67
Apartamento;25.93
Casa;7.5
Casa;22.73
Apartamento;25.0
Apartamento;52.34
Apartamento;23.58
Apartamento;29.92
Apartamento;16.98
Apartamento;24.0
Apartamento;35.71
Apartamento;21.5
Apartamento;78.95
Apartamento;28.82
Apartamento;26.67
Apartamento;36.04
Apartamento;17.5
Apartamento;35.78
Apartamento;53.33
Apartamento;13.37
Apartamento;30.0
Apartamento;29.1
Apartamento;31.93
Apartamento;38.18
Apartamento;32.0
Apartamento;33.74
Apartamento;21.6
Apartamento;42.35
Apartamento;66.67
Apartamento;15.0
Apartamento;12.5
Apartamento;32.86
Apartamento;23.08
Apartamento;31.82
Apartamento;19.0
Apartamento;87.5
Apartamento;13.85
Apartamento;54.05
Apartamento;50.0
Apartamento;33.07
Apartamento;26.92
Apartamento;107.14
Apartamento;36.0
Apartamento;48.33
Casa;25.0
Apartamento;21.43
Apartamento;31.11
Apartamento;44.44
Apartamento;41.67
Apartamento;81.82
Apartamento;13.47
Apartamento;44.67
Apartamento;25.71
Apartamento;16.43
Apartamento;26.0
Apartamento;50.0
Casa;23.33
Apartamento;54.29
Apartamento;70.59
Apartamento;42.86
Apartamento;15.91
Apartamento;20.54
Apartamento;25.0
Apartamento;40.0
Apartamento;22.22
Apartamento;28.57
Apartamento;38.89
Apartamento;18.06
Apartamento;33.33
Apartamento;16.07
Apartamento;30.0
Casa;15.0
Apartamento;17.5
Apartamento;20.45
Apartamento;42.31
Apartamento;25.94
Apartamento;24.69
Apartamento;43.69
Apartamento;42.5
Apartamento;48.0
Apartamento;20.29
Apartamento;44.64
Apartamento;29.82
Apartamento;24.62
Apartamento;18.75
Casa;26.49
Apartamento;19.23
Apartamento;32.26
Apartamento;27.37
Apartamento;18.75
Apartamento;52.94
Apartamento;14.06
Apartamento;19.69
Apartamento;57.14
Apartamento;19.7
Apartamento;34.25
Apartamento;47.52
Apartamento;32.11
Apartamento;36.92
Apartamento;37.14
Apartamento;41.18
Apartamento;65.38
Apartamento;35.87
Casa;26.67
Apartamento;27.17
Apartamento;77.78
Apartamento;40.0
Apartamento;21.43
Apartamento;29.17
Apartamento;38.57
Apartamento;22.0
Apartamento;75.0
Apartamento;10.73
Apartamento;18.32
Apartamento;37.31
Apartamento;44.0
Casa;9.55
Apartamento;54.17
Apartamento;40.0
Apartamento;40.0
Apartamento;41.67
Apartamento;38.1
Apartamento;48.57
Apartamento;31.72
Apartamento;17.07
Apartamento;32.14
Casa;41.84
Apartamento;24.0
Apartamento;22.07
Apartamento;17.14
Apartamento;32.36
Apartamento;24.0
Apartamento;60.0
Apartamento;38.83
Apartamento;60.0
Apartamento;10.0
Apartamento;56.09
Apartamento;28.57
Apartamento;51.11
Apartamento;38.04
Apartamento;45.29
Apartamento;31.86
Apartamento;29.17
Apartamento;50.0
Apartamento;44.44
Apartamento;49.55
Apartamento;32.69
Apartamento;23.49
Apartamento;22.22
Apartamento;28.85
Apartamento;20.62
Apartamento;19.97
Apartamento;57.14
Apartamento;54.0
Casa;49.26
Apartamento;23.33
Apartamento;74.63
Apartamento;15.49
Apartamento;10.0
Apartamento;58.82
Apartamento;42.14
Apartamento;29.59
Apartamento;20.83
Apartamento;28.26
Apartamento;68.18
Apartamento;61.11
Apartamento;53.85
Apartamento;40.0
Apartamento;36.59
Apartamento;22.0
Apartamento;23.2
Apartamento;25.0
Apartamento;85.37
Apartamento;69.2
Apartamento;27.42
Apartamento;21.18
Apartamento;57.14
Apartamento;41.67
Apartamento;41.38
Apartamento;20.71
Apartamento;28.57
Apartamento;20.41
Apartamento;84.51
Casa;20.0
Casa;18.57
Apartamento;43.75
Apartamento;15.45
Apartamento;53.33
Apartamento;40.0
Apartamento;21.28
Apartamento;56.0
Apartamento;41.25
Casa;9.0
Apartamento;66.18
Apartamento;17.27
Apartamento;59.5
Apartamento;42.22
Apartamento;58.62
Apartamento;17.39
Apartamento;30.56
Apartamento;20.69
Apartamento;51.52
Apartamento;21.43
Apartamento;31.73
Apartamento;40.51
Apartamento;55.43
Apartamento;36.67
Apartamento;38.89
Apartamento;75.0
Apartamento;24.62
Apartamento;20.55
Apartamento;60.0
Apartamento;14.37
Apartamento;30.77
Apartamento;96.88
Apartamento;26.67
Apartamento;19.23
Apartamento;44.44
Apartamento;35.71
Apartamento;48.75
Apartamento;40.0
Apartamento;16.25
Apartamento;36.36
Apartamento;30.0
Apartamento;29.09
Apartamento;71.43
Apartamento;30.36
Casa;24.72
Apartamento;40.0
Apartamento;31.91
Apartamento;12.22
Apartamento;30.0
Apartamento;17.24
Apartamento;22.5
Apartamento;15.91
Apartamento;57.14
Apartamento;12.5
Apartamento;61.04
Apartamento;43.31
Apartamento;32.73
Apartamento;21.74
Apartamento;16.67
Apartamento;31.25
Apartamento;32.52
Apartamento;52.33
Apartamento;85.62
Apartamento;60.0
Apartamento;18.75
Apartamento;35.29
Apartamento;13.85
Apartamento;25.0
Apartamento;53.85
Apartamento;24.27
Apartamento;65.0
Apartamento;25.0
Apartamento;22.0
Apartamento;21.25
Apartamento;50.0
Apartamento;37.47
Apartamento;14.55
Apartamento;44.44
Apartamento;39.58
Casa;12.5
Apartamento;43.98
Apartamento;21.18
Apartamento;36.36
Apartamento;12.73
Apartamento;11.67
Apartamento;29.63
Apartamento;44.12
Apartamento;61.11
Apartamento;32.0
Apartamento;51.2
Apartamento;31.14
Apartamento;44.52
Apartamento;111.11
Apartamento;23.26
Apartamento;142.86
Apartamento;37.14
Casa;38.46
Apartamento;24.0
Apartamento;13.33
Apartamento;21.67
Apartamento;30.19
Apartamento;21.88
Apartamento;42.28
Apartamento;85.71
Apartamento;30.3
Apartamento;19.44
Apartamento;20.0
Apartamento;19.01
Apartamento;33.19
Apartamento;54.09
Apartamento;33.33
Apartamento;24.39
Apartamento;17.14
Apartamento;47.06
Apartamento;37.5
Apartamento;29.51
Apartamento;25.86
Apartamento;44.44
Apartamento;32.05
Apartamento;15.38
Casa;13.64
Apartamento;82.5
Apartamento;23.33
Apartamento;27.86
Apartamento;38.57
Apartamento;45.0
Apartamento;40.0
Casa;15.0
Apartamento;12.5
Apartamento;27.73
Apartamento;37.57
Apartamento;27.78
Apartamento;31.43
Apartamento;26.04
Apartamento;58.33
Apartamento;22.73
Apartamento;67.26
Apartamento;35.71
Apartamento;34.0
Apartamento;12.5
Casa;13.21
Casa;45.95
Apartamento;16.0
Apartamento;31.11
Apartamento;42.22
Apartamento;17.27
Casa;16.67
Apartamento;17.21
Apartamento;12.35
Apartamento;20.0
Apartamento;19.44
Apartamento;22.5
Apartamento;47.93
Apartamento;60.0
Apartamento;25.71
Apartamento;29.76
Apartamento;25.0
Apartamento;45.45
Apartamento;27.78
Apartamento;45.83
Apartamento;33.33
Apartamento;23.68
Apartamento;25.88
Apartamento;24.24
Casa;40.0
Apartamento;48.85
Apartamento;39.0
Apartamento;21.93
Apartamento;38.46
Apartamento;34.72
Apartamento;24.71
Apartamento;76.92
Apartamento;43.18
Apartamento;20.93
Apartamento;32.84
Apartamento;35.19
Apartamento;35.17
Apartamento;65.22
Apartamento;82.47
Apartamento;16.67
Apartamento;23.53
Casa;16.67
Apartamento;19.64
Apartamento;18.57
Apartamento;12.5
Apartamento;11.0
Apartamento;19.05
Apartamento;26.72
Apartamento;30.0
Apartamento;10.0
Apartamento;16.88
Apartamento;18.18
Apartamento;32.74
Apartamento;45.0
Apartamento;28.67
Apartamento;18.33
Apartamento;55.56
Apartamento;30.19
Apartamento;22.06
Apartamento;51.52
Apartamento;36.67
Apartamento;18.57
Apartamento;83.33
Apartamento;27.27
Apartamento;43.01
Apartamento;48.57
Apartamento;30.56
Apartamento;57.69
Apartamento;26.83
Apartamento;20.0
Apartamento;55.24
Apartamento;15.0
Apartamento;38.89
Apartamento;27.09
Apartamento;9.38
Apartamento;26.92
Casa;16.67
Apartamento;48.94
Apartamento;28.57
Apartamento;44.0
Apartamento;16.25
Apartamento;14.29
Apartamento;36.67
Apartamento;33.33
Apartamento;23.08
Apartamento;35.19
Apartamento;14.67
Apartamento;37.5
Apartamento;29.5
Apartamento;46.43
Apartamento;34.09
Apartamento;38.0
Apartamento;13.79
Apartamento;26.15
Apartamento;78.95
Apartamento;27.69
Apartamento;28.85
Apartamento;13.95
Apartamento;58.0
Apartamento;11.43
Apartamento;37.5
Apartamento;30.23
Apartamento;42.0
Apartamento;20.69
Apartamento;25.0
Apartamento;44.0
Apartamento;28.89
Apartamento;32.84
Apartamento;50.0
Apartamento;31.11
Apartamento;31.17
Apartamento;40.0
Apartamento;40.0
Apartamento;20.0
Apartamento;40.0
Apartamento;38.95
Apartamento;35.85
Apartamento;45.87
Apartamento;65.71
Apartamento;19.32
Apartamento;38.1
Apartamento;23.29
Apartamento;23.71
Apartamento;25.64
Apartamento;28.57
Apartamento;36.0
Apartamento;17.45
Apartamento;94.74
Apartamento;53.33
Apartamento;27.83
Apartamento;22.09
Apartamento;40.0
Apartamento;20.24
Casa;10.0
Apartamento;34.21
Apartamento;65.15
Apartamento;20.0
Apartamento;52.17
Apartamento;43.69
Apartamento;30.0
Apartamento;68.75
Apartamento;51.11
Apartamento;52.33
Apartamento;24.39
Apartamento;19.28
Apartamento;20.0
Apartamento;33.33
Apartamento;26.02
Apartamento;44.83
Apartamento;29.23
Apartamento;41.1
Apartamento;32.1
Apartamento;36.0
Apartamento;14.56
Apartamento;34.04
Apartamento;20.0
Casa;10.81
Apartamento;27.78
Apartamento;46.34
Apartamento;33.33
Apartamento;16.39
Apartamento;76.47
Apartamento;55.71
Apartamento;22.9
Apartamento;40.4
Apartamento;22.58
Casa;9.92
Apartamento;19.66
Apartamento;59.47
Apartamento;35.0
Apartamento;22.86
Apartamento;41.38
Apartamento;19.77
Apartamento;9.23
Apartamento;14.45
Apartamento;23.53
Apartamento;30.77
Apartamento;27.4
Casa;87.5
Apartamento;47.06
Apartamento;48.57
Apartamento;16.36
Apartamento;15.32
Casa;15.2
Apartamento;22.73
Apartamento;67.31
Apartamento;11.0
Apartamento;44.58
Casa;18.09
Apartamento;33.33
Apartamento;12.73
Apartamento;40.0
Apartamento;16.84
Apartamento;18.95
Apartamento;15.62
Apartamento;26.98
Apartamento;70.0
Casa;18.0
Apartamento;36.36
Apartamento;19.53
Apartamento;12.5
Apartamento;18.33
Apartamento;60.87
Apartamento;31.25
Apartamento;59.21
Apartamento;43.75
Apartamento;27.78
Apartamento;15.83
Apartamento;42.5
Apartamento;32.53
Apartamento;24.56
Apartamento;31.11
Apartamento;31.25
Casa;15.38
Apartamento;31.58
Apartamento;26.88
Apartamento;21.43
Apartamento;31.25
Apartamento;16.8
Apartamento;20.63
Apartamento;14.12
Apartamento;12.14
Apartamento;21.67
Apartamento;36.8
Apartamento;21.43
Casa;39.18
Apartamento;50.0
Apartamento;43.22
Apartamento;18.18
Apartamento;50.0
Apartamento;20.99
Casa;17.86
Apartamento;26.43
Apartamento;14.75
Apartamento;15.5
Apartamento;50.0
Apartamento;50.77
Apartamento;21.11
Apartamento;27.5
Apartamento;26.03
Apartamento;21.78
Casa;21.12
Apartamento;51.85
Apartamento;90.0
Apartamento;19.97
Apartamento;9.09
Apartamento;29.41
Apartamento;22.82
Apartamento;55.0
Apartamento;87.72
Apartamento;48.78
Apartamento;30.0
Apartamento;16.67
Apartamento;17.5
Apartamento;57.69
Apartamento;10.91
Apartamento;57.56
Apartamento;31.25
Apartamento;20.21
Apartamento;29.31
Apartamento;43.75
Apartamento;25.0
Apartamento;71.28
Apartamento;85.0
Apartamento;20.0
Apartamento;49.23
Apartamento;16.67
Apartamento;46.67
Apartamento;90.91
Apartamento;58.54
Apartamento;32.91
Apartamento;55.56
Apartamento;24.53
Apartamento;23.08
Apartamento;16.67
Apartamento;39.37
Apartamento;17.2
Apartamento;15.0
Apartamento;128.57
Apartamento;50.0
Apartamento;39.38
Apartamento;21.09
Apartamento;29.63
Apartamento;30.0
Apartamento;60.0
Apartamento;34.21
Apartamento;114.17
Apartamento;32.5
Apartamento;48.75
Apartamento;41.67
Apartamento;45.83
Apartamento;21.59
Casa;14.55
Apartamento;57.14
Apartamento;14.29
Apartamento;16.18
Apartamento;41.67
Apartamento;9.82
Apartamento;46.67
Apartamento;43.48
Apartamento;33.33
Apartamento;10.67
Apartamento;50.0
Apartamento;16.25
Apartamento;50.0
Apartamento;38.71
Apartamento;91.67
Apartamento;209.58
Apartamento;26.13
Apartamento;34.78
Apartamento;58.33
Apartamento;26.92
Apartamento;43.33
Apartamento;22.5
Apartamento;42.99
Apartamento;52.63
Apartamento;21.31
Apartamento;47.5
Apartamento;30.56
Apartamento;50.0
Apartamento;29.44
Apartamento;43.64
Apartamento;15.0
Apartamento;23.38
Apartamento;44.0
Casa;11.11
Apartamento;16.25
Apartamento;55.0
Apartamento;10.94
Apartamento;35.21
Apartamento;28.26
Apartamento;45.83
Apartamento;18.75
Apartamento;17.02
Apartamento;55.56
Casa;28.48
Apartamento;93.33
Apartamento;39.53
Apartamento;34.04
Apartamento;33.0
Apartamento;70.0
Casa;16.67
Apartamento;27.14
Apartamento;17.44
Apartamento;45.45
Apartamento;25.0
Apartamento;50.0
Apartamento;26.82
Apartamento;15.87
Apartamento;31.82
Casa;19.17
Apartamento;42.68
Apartamento;29.5
Apartamento;30.0
Apartamento;22.0
Apartamento;22.94
Apartamento;21.18
Apartamento;53.06
