Tipo Agregado;Valor m2
Apartamento;76.92
Apartamento;35.71
Apartamento;29.69
Apartamento;49.23
Apartamento;29.0
Apartamento;25.35
Apartamento;39.8
Apartamento;30.0
Apartamento;41.18
Apartamento;23.81
Apartamento;50.0
Apartamento;43.64
Apartamento;16.67
Apartamento;80.0
Apartamento;19.74
Casa;17.73
Apartamento;31.88
Apartamento;11.25
Apartamento;69.57
Apartamento;37.5
Apartamento;24.58
Casa;16.36
Apartamento;31.58
Casa;25.0
Apartamento;15.9
Apartamento;14.81
Apartamento;49.22
Apartamento;43.75
Apartamento;47.01
Apartamento;26.47
Apartamento;13.33
Apartamento;65.0
Apartamento;20.0
Apartamento;11.69
Apartamento;8.57
Apartamento;24.71
Apartamento;33.75
Apartamento;40.0
Apartamento;40.0
Apartamento;25.53
Apartamento;74.63
Apartamento;40.0
Apartamento;50.0
Apartamento;57.14
Apartamento;38.89
Apartamento;21.0
Apartamento;40.54
Apartamento;16.67
Apartamento;67.07
Apartamento;83.33
Apartamento;42.76
Apartamento;70.27
Apartamento;35.07
Apartamento;23.64
Apartamento;53.88
Apartamento;29.59
Apartamento;43.15
Apartamento;26.0
Apartamento;54.35
Apartamento;93.46
Apartamento;29.17
Apartamento;46.67
Apartamento;9.71
Apartamento;28.17
Apartamento;17.0
Apartamento;16.67
Casa;25.0
Apartamento;28.89
Apartamento;35.29
Apartamento;78.15
Apartamento;34.62
Apartamento;38.57
Apartamento;62.5
Apartamento;26.95
Apartamento;27.5
Casa;22.0
Apartamento;26.39
Apartamento;71.43
Apartamento;39.19
Apartamento;26.19
Apartamento;20.0
Apartamento;38.57
Apartamento;23.01
Apartamento;66.67
Apartamento;32.0
Apartamento;15.56
Apartamento;22.22
Apartamento;21.67
Apartamento;29.41
Apartamento;38.46
Casa;15.07
Apartamento;52.17
Apartamento;14.58
Apartamento;70.59
Apartamento;41.67
Apartamento;37.5
Apartamento;12.22
Apartamento;21.67
Apartamento;21.43
Apartamento;22.22
Apartamento;55.56
Apartamento;24.73
Apartamento;44.87
Apartamento;28.24
Apartamento;53.33
Apartamento;37.14
Casa;60.06
Apartamento;13.0
Apartamento;23.29
Apartamento;22.5
Apartamento;16.0
Apartamento;20.34
Apartamento;33.12
Apartamento;37.14
Apartamento;17.5
Apartamento;16.67
Apartamento;28.12
Apartamento;66.67
Apartamento;17.5
Apartamento;33.33
Apartamento;56.43
Apartamento;33.33
Apartamento;29.33
Apartamento;19.4
Apartamento;13.1
Apartamento;49.76
Apartamento;38.08
Apartamento;18.18
Casa;26.67
Apartamento;33.71
Apartamento;14.46
Apartamento;31.67
Apartamento;40.0
Apartamento;10.13
Apartamento;18.37
Apartamento;20.77
Apartamento;13.33
Apartamento;29.55
Apartamento;27.27
Apartamento;54.05
Apartamento;40.32
Casa;55.56
Apartamento;13.57
Apartamento;56.82
Apartamento;71.84
Apartamento;13.5
Apartamento;28.57
Apartamento;19.57
Apartamento;36.14
Apartamento;52.78
Apartamento;55.56
Apartamento;29.91
Apartamento;28.33
Apartamento;31.71
Apartamento;34.29
Apartamento;23.75
Apartamento;22.5
Apartamento;42.31
Apartamento;40.83
Apartamento;25.94
Apartamento;60.71
Apartamento;34.09
Apartamento;55.56
Apartamento;133.33
Apartamento;21.67
Apartamento;80.0
Apartamento;28.06
Apartamento;28.37
Apartamento;60.0
Apartamento;17.33
Apartamento;19.81
Casa;37.5
Apartamento;45.71
Apartamento;60.0
Apartamento;26.39
Apartamento;25.49
Apartamento;38.89
Apartamento;31.91
Apartamento;41.18
Apartamento;29.69
Apartamento;21.24
Apartamento;40.0
Apartamento;52.38
Apartamento;32.61
Apartamento;42.67
Apartamento;73.33
Apartamento;32.17
Apartamento;23.53
Apartamento;77.91
Apartamento;58.32
Apartamento;57.14
Apartamento;58.82
Apartamento;24.19
Casa;20.91
Apartamento;44.0
Apartamento;33.2
Apartamento;32.86
Apartamento;10.0
Apartamento;49.38
Apartamento;49.5
Apartamento;32.26
Apartamento;34.04
Apartamento;18.06
Apartamento;45.0
Apartamento;29.29
Apartamento;50.0
Apartamento;14.81
Apartamento;46.67
Apartamento;33.93
Apartamento;18.0
Apartamento;43.75
Apartamento;35.0
Apartamento;27.27
Apartamento;39.02
Apartamento;47.06
Apartamento;48.89
Apartamento;44.93
Apartamento;16.67
Casa;11.11
Apartamento;50.0
Apartamento;21.36
Apartamento;10.29
Casa;12.5
Apartamento;88.89
Apartamento;53.12
Apartamento;18.89
Apartamento;26.32
Apartamento;34.78
Casa;37.97
Apartamento;51.43
Apartamento;50.0
Apartamento;26.0
Apartamento;36.08
Apartamento;40.0
Apartamento;33.33
Apartamento;39.47
Apartamento;22.41
Apartamento;48.89
Apartamento;67.71
Apartamento;17.0
Apartamento;16.94
Apartamento;164.71
Apartamento;37.93
Apartamento;66.67
Apartamento;18.18
Apartamento;37.21
Apartamento;21.43
Apartamento;26.92
Apartamento;39.29
Apartamento;25.35
Apartamento;15.85
Apartamento;15.18
Apartamento;34.78
Apartamento;13.33
Apartamento;116.67
Apartamento;16.04
Apartamento;19.29
Apartamento;26.25
Apartamento;42.68
Apartamento;10.0
Apartamento;42.86
Apartamento;41.67
Apartamento;31.43
Apartamento;60.87
Apartamento;33.33
Apartamento;50.0
Apartamento;42.5
Apartamento;39.15
Apartamento;31.88
Apartamento;27.5
Casa;24.0
Apartamento;33.33
Apartamento;36.67
Apartamento;26.4
Apartamento;19.17
Apartamento;33.33
Apartamento;14.81
Apartamento;18.82
Apartamento;38.46
Casa;471.8
Apartamento;31.88
Apartamento;17.37
Apartamento;30.86
Apartamento;18.89
Apartamento;53.46
Apartamento;164.29
Apartamento;15.0
Apartamento;16.67
Apartamento;40.0
Casa;28.5
Apartamento;57.14
Apartamento;26.67
Apartamento;100.0
Apartamento;22.06
Apartamento;32.26
Apartamento;13.54
Apartamento;71.43
Apartamento;42.22
Apartamento;34.38
Apartamento;26.67
Apartamento;47.27
Apartamento;21.43
Apartamento;17.57
Apartamento;100.0
Apartamento;19.54
Apartamento;24.19
Apartamento;32.0
Apartamento;22.45
Apartamento;43.08
Apartamento;65.42
Apartamento;22.86
Apartamento;38.82
Apartamento;38.46
Apartamento;83.7
Casa;15.49
Apartamento;33.33
Apartamento;34.77
Apartamento;16.25
Apartamento;20.83
Apartamento;21.82
Apartamento;58.33
Apartamento;22.22
Apartamento;46.0
Apartamento;9.09
Apartamento;12.31
Apartamento;58.82
Apartamento;39.29
Apartamento;8.26
Apartamento;50.0
Apartamento;32.0
Apartamento;45.0
Apartamento;45.0
Apartamento;26.92
Apartamento;33.02
Apartamento;17.89
Apartamento;50.0
Apartamento;43.75
Apartamento;30.43
Apartamento;53.12
Apartamento;26.67
Apartamento;28.12
Apartamento;31.76
Apartamento;40.48
Apartamento;15.87
Apartamento;62.63
Apartamento;14.67
Apartamento;65.0
Apartamento;24.35
Apartamento;33.0
Apartamento;32.2
Apartamento;172.41
Casa;19.0
Apartamento;25.0
Apartamento;18.18
Apartamento;30.59
Apartamento;47.83
Apartamento;29.41
Apartamento;45.42
Apartamento;23.53
Apartamento;46.15
Apartamento;53.08
Apartamento;25.0
Apartamento;17.6
Apartamento;32.14
Apartamento;30.77
Apartamento;17.42
Apartamento;140.0
Apartamento;48.0
Apartamento;24.15
Apartamento;46.0
Apartamento;41.1
Apartamento;76.47
Apartamento;44.74
Apartamento;71.43
Casa;15.0
Apartamento;20.0
Apartamento;18.75
Apartamento;42.86
Apartamento;20.63
Apartamento;36.99
Apartamento;55.34
Apartamento;25.41
Apartamento;16.67
Casa;32.5
Apartamento;23.17
Apartamento;55.0
Apartamento;33.8
Casa;36.67
Apartamento;32.35
Apartamento;30.0
Apartamento;48.73
Apartamento;24.19
Apartamento;45.83
Casa;36.0
Apartamento;17.78
Apartamento;48.0
Apartamento;5.45
Apartamento;60.42
Apartamento;30.0
Apartamento;63.33
Apartamento;40.0
Apartamento;13.43
Apartamento;55.0
Apartamento;37.14
Apartamento;13.33
Apartamento;42.76
Apartamento;21.43
Apartamento;54.09
Apartamento;23.53
Apartamento;42.0
Apartamento;52.94
Apartamento;38.46
Apartamento;95.45
Apartamento;23.4
Apartamento;17.51
Apartamento;21.82
Apartamento;27.69
Apartamento;24.44
Apartamento;22.46
Apartamento;30.43
Apartamento;28.65
Apartamento;42.68
Apartamento;21.82
Apartamento;27.27
Apartamento;32.76
Apartamento;17.31
Apartamento;40.82
Apartamento;20.37
Apartamento;18.18
Apartamento;42.86
Apartamento;28.57
Apartamento;3666.67
Apartamento;18.0
Apartamento;29.41
Apartamento;34.29
Apartamento;64.71
Apartamento;39.47
Apartamento;40.0
Apartamento;59.21
Apartamento;15.25
Apartamento;48.0
Apartamento;38.46
Casa;32.47
Apartamento;85.71
Apartamento;20.73
Apartamento;59.7
Apartamento;47.14
Apartamento;20.75
Apartamento;34.29
Apartamento;31.43
Apartamento;31.58
Apartamento;19.35
Apartamento;44.97
Casa;7.46
Apartamento;61.05
Apartamento;11.35
Apartamento;140.0
Apartamento;19.57
Apartamento;28.57
Apartamento;21.11
Apartamento;40.0
Casa;19.5
Apartamento;116.28
Apartamento;10.99
Apartamento;20.83
Apartamento;21.74
Apartamento;28.5
Apartamento;28.99
Apartamento;43.1
Casa;14.91
Apartamento;29.09
Apartamento;56.82
Apartamento;18.48
Apartamento;28.26
Apartamento;19.99
Apartamento;56.0
Apartamento;48.08
Apartamento;13.79
Apartamento;16.42
Apartamento;95.24
Apartamento;133.33
Apartamento;37.29
Apartamento;37.04
Apartamento;53.85
Apartamento;31.82
Apartamento;28.7
Apartamento;35.71
Apartamento;60.0
Apartamento;59.52
Apartamento;46.15
Apartamento;51.47
Apartamento;41.86
Apartamento;29.13
Apartamento;14.44
Apartamento;24.24
Apartamento;37.5
Apartamento;17.74
Apartamento;16.67
Apartamento;24.19
Apartamento;19.7
Apartamento;23.08
Apartamento;28.09
Apartamento;51.43
Apartamento;26.07
Apartamento;47.69
Apartamento;41.58
Apartamento;33.33
Apartamento;36.03
Apartamento;42.17
Apartamento;43.89
Apartamento;25.0
Apartamento;62.73
Apartamento;47.06
Apartamento;21.54
Apartamento;47.06
Apartamento;13.79
Apartamento;107.69
Apartamento;40.28
Apartamento;21.93
Apartamento;44.12
Apartamento;27.34
Apartamento;13.33
Apartamento;20.78
Apartamento;36.76
Apartamento;35.85
Apartamento;41.79
Apartamento;47.0
Apartamento;37.5
Apartamento;19.23
Apartamento;35.45
Apartamento;33.33
Apartamento;27.78
Apartamento;16.84
Apartamento;18.33
Apartamento;26.51
Apartamento;17.5
Apartamento;12.0
Apartamento;54.69
Apartamento;35.29
Apartamento;44.27
Apartamento;27.27
Apartamento;36.0
Apartamento;18.33
Apartamento;35.38
Casa;17.5
Apartamento;66.67
Apartamento;44.29
Apartamento;25.94
Apartamento;35.21
Apartamento;33.75
Apartamento;43.33
Apartamento;41.94
Apartamento;33.98
Apartamento;30.0
Apartamento;13.94
Apartamento;51.43
Apartamento;17.55
Apartamento;36.88
Apartamento;21.43
Apartamento;43.33
Apartamento;41.3
Apartamento;16.0
Apartamento;100.0
Apartamento;29.67
Apartamento;12.94
Apartamento;15.71
Apartamento;63.64
Apartamento;24.0
Apartamento;42.55
Apartamento;48.75
Apartamento;20.0
Apartamento;48.75
Apartamento;19.23
Apartamento;31.25
Apartamento;41.82
Apartamento;23.08
Apartamento;19.33
Apartamento;26.19
Apartamento;35.0
Apartamento;34.29
Apartamento;52.0
Apartamento;22.5
Apartamento;14.62
Apartamento;35.78
Apartamento;13.22
Apartamento;47.5
Apartamento;51.43
Apartamento;31.94
Apartamento;30.0
Apartamento;29.87
Apartamento;38.92
Apartamento;13.75
Apartamento;19.4
Casa;26.67
Apartamento;17.71
Apartamento;26.67
Apartamento;40.0
Apartamento;20.0
Apartamento;43.08
Apartamento;17.14
Apartamento;35.0
Apartamento;60.0
Apartamento;14.62
Apartamento;22.5
Apartamento;18.18
Apartamento;43.48
Apartamento;28.74
Apartamento;14.5
Casa;20.92
Apartamento;56.52
Apartamento;52.63
Apartamento;35.62
Apartamento;53.12
Apartamento;80.9
Apartamento;46.53
Apartamento;53.89
Apartamento;48.19
Apartamento;64.94
Apartamento;36.92
Apartamento;28.41
Apartamento;37.5
Apartamento;33.98
Apartamento;33.33
Apartamento;14.75
Casa;16.22
Apartamento;41.67
Apartamento;16.67
Apartamento;47.22
Apartamento;31.75
Apartamento;23.03
Apartamento;26.32
Casa;13.2
Apartamento;26.92
Apartamento;42.31
Apartamento;14.06
Apartamento;29.23
Apartamento;47.06
Apartamento;27.17
Apartamento;19.04
Apartamento;22.5
Apartamento;45.0
Apartamento;18.75
Apartamento;80.0
Apartamento;42.0
Apartamento;38.18
Apartamento;47.62
Apartamento;20.48
Apartamento;25.0
Apartamento;14.0
Apartamento;26.8
Apartamento;35.56
Apartamento;23.08
Apartamento;14.29
Apartamento;23.33
Apartamento;86.81
Apartamento;60.0
Apartamento;18.75
Apartamento;45.43
Apartamento;62.96
Apartamento;50.0
Apartamento;18.33
Apartamento;40.0
Apartamento;20.0
Apartamento;38.36
Apartamento;53.57
Apartamento;26.43
Apartamento;12.0
Apartamento;41.82
Apartamento;100.0
Apartamento;28.57
Apartamento;19.35
Apartamento;37.33
Apartamento;17.36
Apartamento;23.29
Apartamento;25.0
Casa;19.64
Apartamento;31.25
Apartamento;23.68
Apartamento;25.0
Apartamento;49.09
Apartamento;17.85
Apartamento;26.83
Apartamento;15.65
Apartamento;27.0
Apartamento;22.41
Apartamento;33.78
Apartamento;38.67
Apartamento;80.0
Casa;48.08
Apartamento;16.28
Apartamento;26.56
Apartamento;19.23
Apartamento;27.34
Apartamento;15.0
Apartamento;24.0
Casa;20.0
Apartamento;37.46
Apartamento;13.19
Casa;45.45
Apartamento;28.82
Apartamento;35.94
Apartamento;19.23
Apartamento;31.48
Apartamento;47.62
Apartamento;13.93
Apartamento;78.65
Casa;16.0
Apartamento;58.33
Apartamento;33.0
Apartamento;44.57
Apartamento;21.18
Apartamento;41.18
Apartamento;19.15
Apartamento;25.47
Apartamento;22.22
Apartamento;39.75
Apartamento;26.67
Apartamento;28.33
Apartamento;21.93
Apartamento;33.08
Apartamento;27.78
Apartamento;23.46
Apartamento;50.0
Apartamento;23.77
Apartamento;42.5
Apartamento;17.98
Apartamento;38.83
Apartamento;18.39
Apartamento;39.86
Apartamento;25.93
Apartamento;82.93
Apartamento;50.0
Apartamento;22.5
Apartamento;41.25
Apartamento;43.33
Apartamento;51.11
Apartamento;38.57
Apartamento;43.64
Apartamento;25.71
Casa;13.33
Apartamento;31.82
Apartamento;19.33
Apartamento;22.0
Apartamento;37.86
Casa;15.15
Apartamento;31.25
Apartamento;41.67
Apartamento;18.92
Apartamento;26.43
Apartamento;32.0
Apartamento;26.67
Casa;23.57
Apartamento;44.3
Apartamento;16.88
Apartamento;28.57
Apartamento;28.57
Apartamento;88.24
Apartamento;80.36
Apartamento;22.73
Apartamento;28.57
Apartamento;40.34
Apartamento;46.67
Apartamento;30.43
Apartamento;60.0
Apartamento;47.62
Casa;32.0
Apartamento;60.0
Casa;36.0
Casa;25.0
Apartamento;41.43
Apartamento;25.0
Apartamento;21.18
Apartamento;22.22
Casa;30.86
Apartamento;31.25
Apartamento;29.41
Apartamento;25.0
Apartamento;19.57
Apartamento;19.35
Apartamento;52.94
Apartamento;31.39
Apartamento;19.51
Apartamento;14.17
Apartamento;31.25
Apartamento;40.0
Apartamento;41.03
Apartamento;23.44
Apartamento;50.0
Apartamento;31.82
Apartamento;49.12
Apartamento;40.85
Apartamento;29.41
Apartamento;70.42
Apartamento;37.5
Apartamento;42.31
Apartamento;21.33
Apartamento;27.06
Apartamento;26.36
Apartamento;54.05
Apartamento;17.33
Apartamento;47.87
Apartamento;22.5
Apartamento;30.77
Apartamento;16.67
Apartamento;51.43
Apartamento;36.0
Apartamento;25.0
Apartamento;19.0
Apartamento;44.33
Apartamento;33.33
Apartamento;17.5
Apartamento;35.0
Apartamento;54.22
Apartamento;25.33
Apartamento;27.27
Apartamento;60.53
Apartamento;34.0
Apartamento;16.53
Apartamento;46.77
Apartamento;21.74
Apartamento;33.9
Apartamento;15.45
Apartamento;32.5
Casa;10.17
Apartamento;21.38
Apartamento;40.54
Apartamento;34.03
Casa;25.0
Apartamento;28.57
Apartamento;21.43
Apartamento;25.0
Apartamento;21.18
Apartamento;54.72
Apartamento;19.23
Apartamento;38.36
Apartamento;23.0
Apartamento;45.0
Apartamento;27.59
Apartamento;32.5
Apartamento;52.85
Apartamento;78.33
Apartamento;14.62
Apartamento;38.19
Apartamento;61.59
Apartamento;20.29
Apartamento;13.07
Apartamento;20.45
Apartamento;20.0
Apartamento;38.46
Apartamento;21.88
Apartamento;58.25
Apartamento;38.1
Apartamento;22.5
Apartamento;14.29
Apartamento;18.57
Apartamento;23.4
Casa;15.0
Apartamento;16.98
Apartamento;23.48
Apartamento;10.91
Apartamento;133.33
Apartamento;40.0
Apartamento;32.2
Apartamento;23.86
Apartamento;38.18
Apartamento;37.73
Apartamento;36.96
Apartamento;53.33
Apartamento;28.95
Casa;21.25
Apartamento;27.52
Apartamento;18.4
Apartamento;25.0
Apartamento;36.08
Apartamento;26.51
Apartamento;14.55
Apartamento;32.0
Apartamento;20.17
Apartamento;35.71
Apartamento;23.5
Apartamento;41.67
Apartamento;40.0
Apartamento;25.46
Casa;28.33
Apartamento;28.95
Apartamento;93.75
Apartamento;31.67
Apartamento;18.64
Apartamento;43.86
Apartamento;38.46
Apartamento;71.43
Apartamento;39.71
Apartamento;25.81
Apartamento;17.0
Apartamento;38.46
Apartamento;21.62
Apartamento;23.96
Apartamento;33.33
Apartamento;22.86
Apartamento;32.09
Apartamento;25.0
Apartamento;20.0
Apartamento;53.33
Apartamento;20.0
Apartamento;7.34
Apartamento;27.27
Apartamento;35.45
Apartamento;18.18
Apartamento;54.17
Apartamento;50.36
Casa;18.67
Apartamento;30.12
Apartamento;40.62
Apartamento;47.5
Apartamento;30.49
Apartamento;25.93
Apartamento;14.0
Apartamento;31.08
Casa;10.91
Apartamento;43.33
Casa;15.0
Apartamento;32.05
Apartamento;27.78
Apartamento;49.38
Apartamento;41.81
Apartamento;42.0
Apartamento;26.67
Apartamento;13.71
Casa;130.0
Apartamento;55.56
Apartamento;36.76
Apartamento;55.71
Apartamento;42.86
Apartamento;53.12
Apartamento;15.19
Apartamento;42.86
Apartamento;14.02
Apartamento;12.31
Apartamento;10.48
Apartamento;42.55
Apartamento;32.26
Apartamento;35.03
Apartamento;25.0
Apartamento;23.0
Apartamento;27.78
Apartamento;18.57
Apartamento;27.78
Apartamento;39.8
Apartamento;21.67
Apartamento;15.0
Apartamento;28.95
Apartamento;31.58
Apartamento;53.85
Casa;14.17
Apartamento;13.33
Apartamento;31.25
Apartamento;18.18
Apartamento;53.85
Apartamento;18.33
Apartamento;34.15
Apartamento;11.24
Apartamento;49.17
Apartamento;38.4
Apartamento;13.79
Apartamento;26.12
Apartamento;50.0
Apartamento;10.81
Apartamento;49.52
Apartamento;12.0
Casa;53.33
Apartamento;10.0
Apartamento;38.89
Apartamento;10.45
Apartamento;44.71
Apartamento;54.29
Apartamento;38.9
Apartamento;24.24
Apartamento;12.22
Apartamento;38.46
Apartamento;63.2
Apartamento;22.61
Apartamento;50.77
Apartamento;76.92
Apartamento;52.78
Apartamento;36.0
Apartamento;11.25
Apartamento;43.76
Apartamento;24.84
Apartamento;14.55
Apartamento;14.71
Apartamento;20.12
Apartamento;28.36
Apartamento;26.47
Apartamento;20.0
Apartamento;51.43
Apartamento;14.75
Apartamento;12.86
Apartamento;23.75
Apartamento;57.14
Apartamento;32.26
Apartamento;33.61
Apartamento;20.35
Casa;13.33
Apartamento;54.74
Apartamento;6.67
Apartamento;37.5
Apartamento;21.54
Apartamento;16.67
Apartamento;20.0
Apartamento;28.25
Apartamento;18.86
Apartamento;53.33
Apartamento;31.43
Apartamento;32.63
Apartamento;37.0
Apartamento;63.38
Apartamento;22.81
Apartamento;20.0
Apartamento;22.0
Apartamento;32.14
Apartamento;11.94
Apartamento;47.22
Apartamento;26.47
Apartamento;42.33
Apartamento;17.24
Apartamento;16.67
Apartamento;52.63
Apartamento;37.0
Apartamento;50.0
Apartamento;9.9
Apartamento;32.14
Apartamento;52.63
Apartamento;24.17
Apartamento;27.5
Apartamento;26.42
Apartamento;15.0
Apartamento;23.61
Apartamento;17.27
Apartamento;24.12
Apartamento;27.08
Apartamento;29.23
Apartamento;31.25
Apartamento;22.64
Apartamento;43.96
Apartamento;33.33
Apartamento;50.0
Apartamento;18.03
Apartamento;23.53
Apartamento;21.33
Apartamento;21.05
Apartamento;42.59
Apartamento;18.91
Apartamento;36.0
Apartamento;15.0
Apartamento;30.0
Apartamento;45.0
Apartamento;26.14
Apartamento;40.91
Apartamento;19.23
Apartamento;9.09
Apartamento;40.62
Apartamento;33.33
Apartamento;23.33
Apartamento;34.88
Apartamento;22.13
Apartamento;40.91
Apartamento;16.44
Apartamento;40.54
Apartamento;20.69
Apartamento;41.09
Apartamento;17.19
Apartamento;93.75
Apartamento;21.95
Apartamento;12.86
Apartamento;44.44
Apartamento;30.0
Casa;11.79
Apartamento;27.71
Apartamento;15.79
Apartamento;57.69
Apartamento;53.85
Apartamento;34.67
Apartamento;64.71
Apartamento;37.31
Apartamento;20.0
Apartamento;11.76
Apartamento;34.21
Casa;40.0
Apartamento;13.33
Apartamento;28.05
Apartamento;28.24
Apartamento;30.0
Casa;16.36
Apartamento;26.25
Casa;28.65
Apartamento;55.0
Casa;13.75
Apartamento;53.12
Casa;15.0
Apartamento;25.0
Apartamento;30.77
Apartamento;24.71
Apartamento;12.6
Casa;30.77
Apartamento;62.07
Apartamento;34.81
Apartamento;19.39
Apartamento;75.0
Apartamento;30.0
Apartamento;18.57
Apartamento;63.2
Apartamento;23.08
Casa;43.33
Apartamento;39.38
Apartamento;21.03
Apartamento;15.87
Apartamento;22.86
Apartamento;12.35
Apartamento;41.67
Apartamento;31.25
Apartamento;11.67
Apartamento;43.75
Apartamento;22.5
Apartamento;42.86
Apartamento;30.0
Apartamento;35.0
Apartamento;30.88
Apartamento;25.0
Apartamento;37.21
Apartamento;13.0
Apartamento;60.0
Apartamento;26.96
Apartamento;32.69
Apartamento;28.57
Apartamento;73.33
Apartamento;38.4
Casa;9.33
Apartamento;9.62
Apartamento;39.39
Apartamento;55.17
Apartamento;25.78
Apartamento;27.14
Apartamento;16.0
Apartamento;24.24
Apartamento;50.68
Apartamento;23.44
Apartamento;25.0
Apartamento;56.54
Apartamento;18.75
Apartamento;56.67
Apartamento;50.0
Apartamento;55.12
Apartamento;31.25
Apartamento;26.12
Apartamento;30.3
Apartamento;22.39
Apartamento;14.44
Apartamento;72.73
Apartamento;14.74
Apartamento;10.65
Apartamento;13.56
Apartamento;26.22
Apartamento;20.73
Apartamento;24.44
Apartamento;67.5
Apartamento;78.95
Apartamento;33.64
Apartamento;62.07
Casa;38.43
Apartamento;23.33
Apartamento;25.64
Apartamento;25.0
Apartamento;51.02
Apartamento;14.67
Apartamento;36.0
Apartamento;73.03
Apartamento;33.85
Casa;14.55
Apartamento;15.87
Apartamento;35.58
Apartamento;28.36
Apartamento;57.69
Apartamento;14.17
Apartamento;35.71
Apartamento;47.06
Apartamento;21.88
Apartamento;25.0
Apartamento;25.0
Apartamento;17.5
Apartamento;104.17
Apartamento;40.0
Apartamento;36.36
Apartamento;8.7
Apartamento;18.87
Apartamento;14.08
Apartamento;16.85
Apartamento;20.51
Apartamento;23.89
Apartamento;27.84
Apartamento;31.1
Apartamento;40.0
Casa;33.33
Apartamento;20.0
Apartamento;17.78
Apartamento;34.43
Apartamento;17.11
Apartamento;30.51
Apartamento;33.85
Casa;50.0
Apartamento;28.89
Apartamento;19.83
Apartamento;35.83
Apartamento;54.55
Apartamento;31.43
Apartamento;26.67
Apartamento;27.78
Casa;53.33
Apartamento;22.06
Apartamento;12.9
Casa;15.8
Apartamento;21.67
Apartamento;25.74
Apartamento;50.0
Apartamento;33.9
Apartamento;30.0
Apartamento;18.12
Apartamento;24.69
Apartamento;40.0
Casa;16.25
Apartamento;55.56
Apartamento;19.5
Apartamento;10.67
Apartamento;36.89
Apartamento;25.0
Apartamento;36.7
Apartamento;30.0
Apartamento;18.33
Apartamento;10.0
Apartamento;34.55
Casa;20.0
Apartamento;40.0
Apartamento;27.38
Apartamento;39.39
Apartamento;30.95
Apartamento;41.98
Apartamento;28.77
Apartamento;143.75
Apartamento;53.85
Apartamento;38.55
Apartamento;14.17
Apartamento;56.25
Apartamento;43.18
Apartamento;37.5
Apartamento;35.91
Apartamento;31.67
Apartamento;51.9
Apartamento;17.5
Apartamento;37.33
Apartamento;27.27
Apartamento;26.83
Apartamento;66.67
Casa;40.0
Apartamento;14.1
Apartamento;21.9
Apartamento;80.0
Apartamento;43.08
Apartamento;30.3
Apartamento;21.33
Apartamento;24.84
Apartamento;11.46
Apartamento;22.88
Apartamento;46.43
Apartamento;31.82
Apartamento;28.57
Apartamento;22.5
Apartamento;34.29
Apartamento;60.0
Apartamento;38.33
Apartamento;31.25
Apartamento;20.0
Apartamento;20.0
Apartamento;25.86
Apartamento;33.33
Apartamento;10.0
Apartamento;32.14
Casa;22.86
Apartamento;15.62
Apartamento;17.14
Apartamento;35.71
Apartamento;47.5
Apartamento;47.83
Apartamento;39.13
Apartamento;26.36
Apartamento;68.0
Apartamento;49.38
Apartamento;28.33
Apartamento;32.65
Apartamento;25.0
Apartamento;32.41
Apartamento;16.88
Apartamento;33.36
Apartamento;15.0
Apartamento;29.55
Apartamento;23.08
Apartamento;42.86
Apartamento;30.0
Apartamento;30.0
Apartamento;37.5
Apartamento;31.94
Apartamento;19.18
Apartamento;41.18
Apartamento;23.53
Apartamento;27.5
Apartamento;39.71
Apartamento;33.75
Apartamento;12.0
Apartamento;50.0
Apartamento;35.38
Apartamento;56.96
Apartamento;46.53
Apartamento;30.56
Apartamento;69.33
Apartamento;37.65
Casa;12.5
Apartamento;28.33
Apartamento;43.69
Apartamento;37.23
Apartamento;38.82
Apartamento;20.0
Apartamento;20.9
Apartamento;32.5
Apartamento;47.5
Apartamento;51.43
Apartamento;40.54
Apartamento;33.1
Apartamento;72.5
Apartamento;12.5
Apartamento;88.24
Apartamento;23.33
Apartamento;59.57
Apartamento;31.82
Apartamento;37.04
Apartamento;41.88
Apartamento;48.75
Casa;19.79
Apartamento;27.16
Apartamento;24.0
Apartamento;23.26
Apartamento;25.0
Apartamento;28.75
Apartamento;20.0
Apartamento;22.86
Apartamento;36.67
Apartamento;125.0
Apartamento;68.75
Apartamento;63.06
Apartamento;32.63
Apartamento;16.57
Apartamento;14.55
Apartamento;33.33
Apartamento;20.0
Apartamento;16.67
Apartamento;34.81
Apartamento;7.69
Apartamento;19.74
Apartamento;11.11
Apartamento;14.44
Apartamento;52.88
Apartamento;19.39
Apartamento;50.0
Casa;16.67
Apartamento;27.78
Apartamento;78.12
Apartamento;40.0
Apartamento;25.32
Apartamento;41.46
Apartamento;33.33
Apartamento;33.33
Apartamento;30.97
Apartamento;32.22
Apartamento;89.29
Apartamento;28.68
Apartamento;68.0
Apartamento;22.22
Casa;14.29
Apartamento;21.67
Apartamento;40.0
Apartamento;33.93
Apartamento;24.0
Apartamento;32.52
Apartamento;47.24
Apartamento;39.63
Apartamento;32.0
Apartamento;31.11
Apartamento;26.43
Apartamento;20.27
Apartamento;162.5
Apartamento;26.53
Apartamento;16.67
Apartamento;27.27
Apartamento;44.74
Apartamento;22.67
Apartamento;23.81
Apartamento;62.5
Apartamento;24.62
Apartamento;10.0
Apartamento;31.82
Apartamento;142.86
Apartamento;27.55
Apartamento;15.0
Apartamento;27.92
Casa;20.0
Apartamento;44.87
Apartamento;18.62
